gene_id,01B_13_1.fq.gz,01B_33_1.fq.gz,043_14_1.fq.gz,043_33_1.fq.gz,043_3_1.fq.gz,250_14_1.fq.gz,250_34_1.fq.gz,250_4_1.fq.gz
ENSG00000280233.1|ENSG00000280233,7,6,9,7,12,7,10,9
ENSG00000266086.3|ENSG00000266086,540,573,1236,616,853,736,855,1403
ENSG00000264112.1|ENSG00000264112,347,953,2590,646,455,206,601,278
ENSG00000279069.1|ENSG00000279069,348,329,449,362,662,367,351,934
ENSG00000141194.7|OR4D1,6,5,8,3,13,0,0,0
ENSG00000229590.3|MSX2P1,0,9,14,0,7,2,0,30
ENSG00000005381.8|MPO,19,0,6,9,3,7,14,0
ENSG00000266290.1|DYNLL2-DT,5,0,5,4,15,0,8,0
ENSG00000264364.3|DYNLL2,50517,43681,51130,42433,87631,53947,46170,70007
ENSG00000279207.1|ENSG00000279207,1338,1111,2059,844,2559,1021,722,1724
ENSG00000121053.6|EPX,0,6,1,4,0,7,0,0
ENSG00000011143.19|MKS1,3071,2778,3978,2869,5098,3096,2825,5348
ENSG00000167419.11|LPO,6,9,0,6,11,9,22,17
ENSG00000287337.1|ENSG00000287337,15,25,19,12,13,20,37,26
ENSG00000278627.1|ENSG00000278627,107,106,107,90,62,55,97,26
ENSG00000286788.1|ENSG00000286788,33,33,30,32,35,138,220,77
ENSG00000176160.11|HSF5,21,0,4,5,3,3,0,0
ENSG00000266648.1|SETP3,17,6,18,34,20,0,30,9
ENSG00000005379.17|TSPOAP1,4028,4032,8439,4773,5944,5879,5333,5876
ENSG00000265148.7|TSPOAP1-AS1,1207,1065,1004,998,1028,1586,1308,937
ENSG00000265206.5|ENSG00000265206,0,0,5,0,0,0,5,0
ENSG00000284353.1|MIR142,0,0,1,0,0,0,1,0
ENSG00000264399.1|MIR4736,0,2,0,0,0,1,1,0
ENSG00000108375.13|RNF43,28,22,110,147,661,29,106,1203
ENSG00000213246.7|SUPT4H1,13073,9851,9774,13334,14550,11768,10854,16074
ENSG00000285897.1|ENSG00000285897,82,84,156,57,184,173,65,31
ENSG00000108389.10|MTMR4,14469,18447,24492,20935,10465,17734,21890,10849
ENSG00000289147.1|ENSG00000289147,34,18,17,14,16,22,12,24
ENSG00000264672.6|SEPTIN4-AS1,0,6,10,0,5,0,4,0
ENSG00000108387.16|SEPTIN4,2329,2730,2874,4509,1152,3649,4405,1315
ENSG00000121101.16|TEX14,39,91,118,153,100,69,54,80
ENSG00000266826.2|IGBP1P2,0,0,0,0,0,0,0,0
ENSG00000199426.1|RNU1-108P,0,0,0,0,0,0,0,0
ENSG00000266561.2|ENSG00000266561,0,0,0,0,0,0,0,0
ENSG00000206917.1|RNU1-52P,0,0,0,0,0,0,0,0
ENSG00000200997.1|RNVU1-34,0,0,0,0,0,0,0,0
ENSG00000108384.15|RAD51C,2080,1710,2161,2039,3526,2137,1741,3264
ENSG00000274198.1|ENSG00000274198,0,0,0,0,0,0,2,0
ENSG00000276601.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000251865.1|RNU6-518P,0,0,0,0,0,0,0,0
ENSG00000275680.1|Metazoa_SRP,0,0,0,0,0,0,0,0
ENSG00000263558.2|RN7SL716P,0,0,0,0,0,0,0,0
ENSG00000108395.14|TRIM37,14966,16483,18315,18744,10592,18330,19583,9760
ENSG00000182628.13|SKA2,17810,15554,19089,14865,17444,18625,15220,12485
ENSG00000252212.1|RNU2-58P,0,0,0,0,0,0,0,0
ENSG00000211514.1|MIR454,0,0,2,0,0,0,0,0
ENSG00000207996.1|MIR301A,0,0,0,0,0,0,0,0
ENSG00000266537.1|SPDYE22P,0,0,0,0,0,0,0,0
ENSG00000265303.1|ENSG00000265303,0,0,0,1,1,0,1,0
ENSG00000167447.13|SMG8,4153,5241,4153,6411,5185,4815,7032,6732
ENSG00000153982.11|GDPD1,4728,4357,4207,4864,3074,3989,4522,3524
ENSG00000207235.1|Y_RNA,0,2,0,0,0,0,0,0
ENSG00000175155.11|YPEL2,1223,1751,2996,2951,1163,1766,3089,1026
ENSG00000278863.1|ENSG00000278863,0,0,0,0,0,0,0,0
ENSG00000263857.1|MIR4729,0,0,0,0,0,0,0,0
ENSG00000266002.1|ENSG00000266002,0,0,0,0,0,0,0,0
ENSG00000212195.2|U3,8,16,3,6,3,7,6,0
ENSG00000288943.1|ENSG00000288943,49,16,30,27,16,41,32,19
ENSG00000175175.6|PPM1E,13757,16187,16366,20943,9266,15705,22224,8851
ENSG00000241462.1|ENSG00000241462,3,0,0,1,0,6,0,0
ENSG00000263938.1|ENSG00000263938,14,6,6,25,7,3,4,10
ENSG00000224738.2|ENSG00000224738,96,115,146,81,98,72,93,103
ENSG00000068489.13|PRR11,10558,7974,12848,10021,17975,18138,14673,23596
ENSG00000265415.1|ENSG00000265415,1,2,3,1,3,3,4,5
ENSG00000271063.1|SNRPGP17,4,0,3,0,0,2,3,2
ENSG00000274378.1|ENSG00000274378,24,31,20,30,27,31,38,32
ENSG00000108423.15|TUBD1,1205,948,1527,1233,1701,1426,1247,2363
ENSG00000270264.1|NDUFB8P2,0,0,0,0,0,0,0,0
ENSG00000108443.14|RPS6KB1,6646,7418,10655,8671,6569,7676,8426,6104
ENSG00000241913.1|RPS29P21,0,0,0,0,0,0,0,0
ENSG00000267318.1|ENSG00000267318,0,0,0,0,0,1,2,0
ENSG00000189050.16|RNFT1,575,588,828,595,1335,464,567,979
ENSG00000238283.3|TBC1D3P1,0,1,5,1,1,0,0,0
ENSG00000267104.2|TBC1D3P1-DHX40P1,5,0,182,133,3,218,140,6
ENSG00000267302.5|RNFT1-DT,11,13,31,13,9,11,13,14
ENSG00000266992.1|DHX40P1,1265,1171,1757,1209,2086,1680,1087,2363
ENSG00000280852.2|ENSG00000280852,122,131,186,248,143,159,135,77
ENSG00000068097.16|HEATR6,3748,4411,4926,5077,5685,4502,5936,6949
ENSG00000267526.1|ENSG00000267526,0,0,7,0,0,0,3,0
ENSG00000261040.8|WFDC21P,0,0,0,0,0,0,0,0
ENSG00000267416.2|HEATR6-DT,8,11,16,32,34,28,9,20
ENSG00000264049.1|MIR4737,1,1,1,1,1,1,1,1
ENSG00000267295.1|ENSG00000267295,23,30,31,30,25,29,38,28
ENSG00000167434.10|CA4,8,17,82,0,104,7,32,12
ENSG00000277532.1|ENSG00000277532,0,0,0,0,0,0,0,0
ENSG00000267248.4|ENSG00000267248,368,257,492,313,283,325,396,220
ENSG00000267095.1|ENSG00000267095,0,0,4,0,0,0,5,0
ENSG00000286435.1|ENSG00000286435,2,2,4,7,1,2,4,5
ENSG00000265313.7|LINC01476,6,52,15,66,0,3,66,6
ENSG00000200889.1|RNU4-13P,0,0,0,0,0,0,0,0
ENSG00000108406.10|DHX40,19576,15727,25721,17844,34373,25263,18140,35118
ENSG00000141367.12|CLTC,83725,104416,88605,113974,73086,93738,117339,64189
ENSG00000062716.13|VMP1,12019,13461,10959,14526,11724,12709,13516,11403
ENSG00000267637.1|ENSG00000267637,0,0,0,0,0,0,0,0
ENSG00000273702.1|ENSG00000273702,565,480,440,627,478,574,656,541
ENSG00000141378.15|PTRH2,1826,2284,2255,2386,2290,1735,2106,2410
ENSG00000284190.1|MIR21,1,1,1,1,1,1,1,1
ENSG00000213228.5|RPL12P38,14,1,18,1,16,10,6,11
ENSG00000170832.13|USP32,10849,13958,17841,16550,7618,15195,16549,8111
ENSG00000241157.1|RPL32P32,0,0,0,0,0,0,1,0
ENSG00000275562.1|SEPTIN7P12,0,0,0,0,0,0,0,0
ENSG00000271626.1|H3P42,0,0,0,0,0,0,0,0
ENSG00000141371.13|C17orf64,0,5,0,0,1,6,0,0
ENSG00000252577.1|SCARNA20,2,2,0,0,0,2,0,0
ENSG00000253506.3|NACA2,13,15,6,18,29,21,14,7
ENSG00000121075.11|TBX4,3,0,0,6,6,0,0,17
ENSG00000267137.1|ENSG00000267137,0,0,0,0,0,0,0,0
ENSG00000136492.10|BRIP1,1343,1104,2129,1355,4349,1972,1425,4352
ENSG00000108506.13|INTS2,1482,1792,3318,2450,2132,1886,2272,1939
ENSG00000202361.1|Y_RNA,0,0,0,0,0,2,0,0
ENSG00000062725.10|APPBP2,10378,11384,14831,15221,11020,12004,14233,9379
ENSG00000270553.1|ENSG00000270553,0,0,0,0,0,0,0,0
ENSG00000259349.3|APPBP2-DT,34,16,39,26,89,63,21,75
ENSG00000267678.1|ENSG00000267678,0,0,0,0,0,0,0,0
ENSG00000267772.1|LINC01999,0,0,0,0,0,0,0,0
ENSG00000266943.1|RPSAP66,0,0,0,0,0,0,0,0
ENSG00000170836.13|PPM1D,7275,6424,10834,8096,8562,8613,8441,9975
ENSG00000200013.1|RNU6-623P,0,0,0,0,0,0,0,0
ENSG00000141376.23|BCAS3,8262,8688,6551,14743,6183,9570,11449,8064
ENSG00000239932.3|RN7SL606P,0,0,0,0,0,0,0,0
ENSG00000224011.1|ENSG00000224011,0,0,0,0,0,0,0,0
ENSG00000252534.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000267083.1|KRT18P61,0,0,0,0,0,0,0,2
ENSG00000254114.1|HMGN1P28,0,0,0,0,0,0,0,0
ENSG00000264322.2|RN7SL448P,0,0,0,0,0,0,0,0
ENSG00000267449.1|ENSG00000267449,0,0,0,0,0,0,0,1
ENSG00000286997.1|ENSG00000286997,0,0,0,0,0,0,0,0
ENSG00000273982.1|ENSG00000273982,0,0,0,0,0,0,0,0
ENSG00000266934.1|ENSG00000266934,0,0,0,2,0,3,1,0
ENSG00000267280.6|TBX2-AS1,9,0,0,119,2,0,0,0
ENSG00000121068.14|TBX2,84,88,30,2399,93,61,24,86
ENSG00000267207.1|ENSG00000267207,2,0,1,1,1,1,2,0
ENSG00000227694.1|RPL23AP74,19,14,7,18,34,15,17,34
ENSG00000267131.1|ENSG00000267131,1,0,0,2,0,0,0,0
ENSG00000266066.1|POLRMTP1,162,221,112,146,156,282,203,408
ENSG00000285879.1|ENSG00000285879,0,0,0,0,0,0,0,0
ENSG00000200842.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000108510.10|MED13,18233,21118,29092,24199,14798,22981,24049,14154
ENSG00000279133.1|ENSG00000279133,94,129,154,122,102,25,65,14
ENSG00000242398.3|RN7SL800P,1,1,1,1,1,1,1,0
ENSG00000289293.1|ENSG00000289293,186,413,804,663,157,764,537,260
ENSG00000266365.1|ENSG00000266365,0,0,0,0,0,0,0,0
ENSG00000266647.1|ENSG00000266647,0,0,0,0,0,0,0,0
ENSG00000188755.10|TBC1D3P2,0,0,3,0,0,0,0,0
ENSG00000242123.1|ENSG00000242123,0,0,0,0,0,0,0,0
ENSG00000172421.10|EFCAB3,0,0,0,0,0,0,0,0
ENSG00000239809.1|ENSG00000239809,0,0,0,0,0,0,0,0
ENSG00000251981.1|RNU7-52P,0,0,0,0,0,0,0,0
ENSG00000239527.1|RPS23P7,0,0,0,0,0,0,0,0
ENSG00000087995.16|METTL2A,5268,5693,5868,6559,6603,5772,6173,5499
ENSG00000146872.19|TLK2,11700,12747,13647,13542,11762,13904,15130,14016
ENSG00000277463.1|ENSG00000277463,0,0,2,0,0,6,2,4
ENSG00000207382.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000011028.14|MRC2,11693,15792,15387,16062,15369,19716,21115,15046
ENSG00000279713.1|ENSG00000279713,0,0,21,5,0,4,7,10
ENSG00000199697.1|RNU6-446P,0,0,1,0,0,0,0,0
ENSG00000263887.7|ENSG00000263887,268,364,583,521,206,478,549,204
ENSG00000239246.3|ENSG00000239246,233,160,135,184,287,269,239,408
ENSG00000264546.1|ENSG00000264546,3,0,0,0,0,0,0,0
ENSG00000274565.1|ENSG00000274565,89,55,118,87,184,119,48,156
ENSG00000264954.2|PRR29-AS1,3,0,0,0,14,8,0,21
ENSG00000224383.8|PRR29,81,106,321,49,1897,153,150,548
ENSG00000108622.11|ICAM2,0,1,4,0,10,0,0,0
ENSG00000178607.17|ERN1,1398,1594,3229,2680,1401,1621,2441,701
ENSG00000286629.1|ENSG00000286629,0,0,0,0,0,0,0,0
ENSG00000136478.9|TEX2,9172,11518,10414,11629,6401,8985,11537,4820
ENSG00000266402.4|SNHG25,10,7,8,16,25,20,6,9
ENSG00000199753.1|SNORD104,4,6,5,8,8,10,3,7
ENSG00000281311.1|ENSG00000281311,1,0,2,1,1,1,1,2
ENSG00000277887.1|SNORA50C,1,0,2,1,1,1,1,2
ENSG00000265702.2|ENSG00000265702,8,4,4,0,12,6,4,19
ENSG00000173838.12|MARCHF10,10,26,13,5,156,24,25,90
ENSG00000287457.1|ENSG00000287457,0,0,0,0,0,0,0,0
ENSG00000265000.1|MARCHF10-DT,0,0,0,0,0,0,0,0
ENSG00000264907.1|PRELID3BP3,0,0,0,0,0,0,0,0
ENSG00000283538.3|ENSG00000283538,46,35,30,50,12,37,39,67
ENSG00000207552.1|MIR633,0,0,0,0,0,0,0,0
ENSG00000270324.1|ENSG00000270324,0,0,0,0,0,0,0,0
ENSG00000272164.1|ENSG00000272164,0,0,0,0,0,0,0,0
ENSG00000272383.1|ENSG00000272383,0,0,0,0,0,0,0,0
ENSG00000264513.1|ENSG00000264513,0,0,0,0,0,0,0,0
ENSG00000264529.1|DNAJB6P8,0,0,0,2,0,0,3,0
ENSG00000233635.2|ENSG00000233635,0,0,1,1,0,1,1,0
ENSG00000263501.1|ENSG00000263501,0,0,0,0,0,0,0,0
ENSG00000271919.1|ENSG00000271919,0,0,0,0,0,0,0,0
ENSG00000226797.2|ENSG00000226797,0,0,0,0,0,0,0,0
ENSG00000263644.1|ENSG00000263644,0,0,0,1,0,0,0,0
ENSG00000008283.16|CYB561,3560,2509,4536,2384,7534,3443,2518,4117
ENSG00000265971.1|ENSG00000265971,0,0,0,0,0,0,0,0
ENSG00000228979.4|PPIAP55,0,0,2,0,0,0,0,0
ENSG00000159640.17|ACE,134,194,246,369,213,283,255,186
ENSG00000264813.6|ENSG00000264813,0,0,0,0,0,0,0,0
ENSG00000224353.2|ACE3P,0,0,0,0,0,0,0,0
ENSG00000173826.15|KCNH6,54,119,63,213,0,70,84,0
ENSG00000136485.16|DCAF7,89742,92074,93534,116242,83676,117530,131789,95853
ENSG00000288894.1|ENSG00000288894,0,0,6,6,8,0,0,0
ENSG00000200560.1|RNU6-288P,0,0,0,0,0,0,0,0
ENSG00000136463.9|TACO1,2040,2086,1855,2205,4071,2251,2248,3692
ENSG00000270587.1|FAM136DP,0,2,0,0,3,0,0,0
ENSG00000198909.8|MAP3K3,3356,3888,5428,5546,2653,4286,5006,3221
ENSG00000263883.1|EEF1DP7,0,0,16,0,0,0,0,0
ENSG00000266173.7|STRADA,8824,9061,10008,10271,8778,10587,10886,9375
ENSG00000108588.15|CCDC47,14013,16910,19127,18532,20571,16617,15762,14752
ENSG00000108592.17|FTSJ3,12596,12478,12161,12946,19629,12641,12306,19456
ENSG00000087191.13|PSMC5,18069,14754,13181,11908,26762,14769,13036,24384
ENSG00000108604.17|SMARCD2,1082,883,1667,1267,2212,1180,1313,1836
ENSG00000240280.7|TCAM1P,0,8,4,4,0,0,5,0
ENSG00000213218.11|CSH2,0,0,0,6,0,0,0,0
ENSG00000136487.18|GH2,0,0,0,0,0,0,0,0
ENSG00000259533.2|ENSG00000259533,0,0,0,1,0,0,2,0
ENSG00000136488.15|CSH1,0,0,0,3,0,0,0,0
ENSG00000259333.1|ENSG00000259333,0,0,0,0,0,0,0,0
ENSG00000204414.14|CSHL1,0,0,0,0,0,0,0,0
ENSG00000259384.7|GH1,0,0,0,0,0,0,0,0
ENSG00000285947.1|ENSG00000285947,0,0,0,0,0,0,0,0
ENSG00000007312.13|CD79B,0,0,0,0,0,0,0,0
ENSG00000007314.12|SCN4A,238,127,62,58,33,114,77,30
ENSG00000265262.1|TRMT112P3,14,9,3,26,10,0,6,11
ENSG00000170921.16|TANC2,18496,28607,32696,33890,6589,23092,31190,7079
ENSG00000271749.1|ENSG00000271749,3,0,10,3,0,2,0,0
ENSG00000265282.1|ENSG00000265282,3,0,0,4,0,0,0,0
ENSG00000136490.9|LIMD2,11361,7998,7435,7827,18151,9023,7342,19618
ENSG00000279369.1|ENSG00000279369,2144,1522,1523,1233,1871,1871,1357,1777
ENSG00000125695.12|ENSG00000125695,30,0,0,0,15,35,7,0
ENSG00000198231.14|DDX42,19484,24802,31360,27220,25299,25630,25973,24183
ENSG00000270714.1|MICOS10P2,11,23,0,0,0,0,0,2
ENSG00000266820.1|KPNA2P3,0,0,0,0,4,7,0,0
ENSG00000215769.8|ARHGAP27P1-BPTFP1-KPNA2P3,91,183,453,109,81,113,103,80
ENSG00000278581.1|MIR6080,0,1,1,1,0,0,1,0
ENSG00000214176.10|PLEKHM1P1,540,669,1961,1054,375,703,848,258
ENSG00000284172.1|MIR4315-2,0,1,0,0,1,1,0,1
ENSG00000252242.1|RNU7-115P,0,1,0,0,0,0,0,0
ENSG00000265298.1|ENSG00000265298,12,20,22,16,28,18,11,0
ENSG00000263647.1|BPTFP1,1,3,2,2,1,1,1,3
ENSG00000265982.1|ENSG00000265982,5,3,25,5,1,3,4,0
ENSG00000176809.11|LRRC37A3,620,752,1443,894,1372,480,449,704
ENSG00000264840.1|RN7SL404P,0,0,0,0,0,0,0,0
ENSG00000272134.1|ENSG00000272134,0,0,1,1,1,0,0,0
ENSG00000266644.1|ENSG00000266644,0,1,5,1,0,1,0,1
ENSG00000271974.1|RDM1P4,0,1,5,1,1,0,0,0
ENSG00000264057.1|ENSG00000264057,0,0,0,0,2,0,0,0
ENSG00000266155.2|ENSG00000266155,0,0,0,0,0,0,0,0
ENSG00000280299.1|ENSG00000280299,0,0,0,0,0,0,0,0
ENSG00000272346.2|ENSG00000272346,0,1,1,0,2,0,0,0
ENSG00000265912.1|ENSG00000265912,0,0,0,0,0,0,0,0
ENSG00000272006.1|ENSG00000272006,0,0,0,0,0,0,0,0
ENSG00000232457.4|SLC16A6P1,0,6,0,16,17,3,5,9
ENSG00000272220.1|ENSG00000272220,1,1,1,1,1,1,1,2
ENSG00000265218.1|ENSG00000265218,8,12,28,18,19,7,6,4
ENSG00000214174.9|AMZ2P1,2264,2133,3640,3580,2346,2425,2329,1402
ENSG00000108370.17|RGS9,351,301,524,585,781,741,753,266
ENSG00000265883.1|ENSG00000265883,0,0,0,0,0,0,0,0
ENSG00000120063.10|GNA13,17839,17970,24124,22932,18719,20648,23473,15518
ENSG00000266598.1|ENSG00000266598,0,0,0,0,0,0,0,0
ENSG00000263520.1|LINC02563,0,0,0,0,0,0,0,0
ENSG00000168646.14|AXIN2,2654,3063,6011,3446,13166,3182,3628,9281
ENSG00000154240.17|CEP112,938,743,1660,770,1625,1471,872,1267
ENSG00000271587.1|ENSG00000271587,0,0,0,0,0,0,0,0
ENSG00000270870.1|ENSG00000270870,0,0,0,0,0,0,0,0
ENSG00000266076.1|ENSG00000266076,6,0,11,13,4,17,4,17
ENSG00000075429.9|CACNG5,2322,1631,6473,4306,3178,6376,3967,4181
ENSG00000256525.8|POLG2,667,706,1246,923,945,772,896,1044
ENSG00000256826.1|ATP5MFP4,0,0,0,0,0,0,0,0
ENSG00000108654.16|DDX5,136875,123122,158258,123388,107096,144212,123334,107644
ENSG00000271779.1|ENSG00000271779,0,0,0,0,0,0,0,0
ENSG00000284564.1|MIR3064,1,1,1,1,1,1,1,1
ENSG00000284368.1|MIR5047,1,1,0,1,1,1,0,1
ENSG00000258890.8|CEP95,2235,2702,6050,3172,2979,2912,3139,3278
ENSG00000108854.16|SMURF2,5414,5953,11359,6921,5951,6596,6741,5185
ENSG00000154229.12|PRKCA,24858,25217,43028,28287,5636,37371,33158,3704
ENSG00000244044.3|RN7SL735P,0,0,0,0,0,0,0,0
ENSG00000264630.5|PRKCA-AS1,0,0,0,0,0,0,0,0
ENSG00000289587.1|ENSG00000289587,0,0,0,0,0,0,0,0
ENSG00000251698.1|RNA5SP445,0,2,0,0,0,0,0,0
ENSG00000229330.2|ENSG00000229330,0,0,2,0,0,0,0,0
ENSG00000207943.1|MIR634,0,0,1,0,0,0,0,0
ENSG00000252685.1|RNU6-928P,2,0,1,0,0,0,0,0
ENSG00000264491.1|ENSG00000264491,0,0,10,0,0,0,0,0
ENSG00000075461.6|CACNG4,42393,41443,40733,41874,72280,48960,49302,83393
ENSG00000265664.1|ENSG00000265664,2,5,3,4,7,3,2,7
ENSG00000108878.5|CACNG1,136,235,166,296,319,288,354,376
ENSG00000198265.12|HELZ,7103,7757,15857,10578,6087,9158,8539,5409
ENSG00000264421.1|ENSG00000264421,0,0,0,0,0,0,0,0
ENSG00000213180.4|RPL36AP48,0,0,0,0,0,0,0,0
ENSG00000200619.1|RNA5SP447,0,0,0,0,0,0,0,0
ENSG00000207410.1|ENSG00000207410,0,0,0,0,0,0,0,0
ENSG00000264093.1|ENSG00000264093,0,0,0,0,0,0,0,0
ENSG00000197170.10|PSMD12,5719,7526,7291,8109,7675,5590,7798,5234
ENSG00000285877.1|ENSG00000285877,56,78,79,99,103,70,47,51
ENSG00000266473.1|HELZ-AS1,14,11,9,9,40,25,15,23
ENSG00000201547.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000244610.3|RN7SL756P,0,0,0,0,0,0,0,0
ENSG00000154217.16|PITPNC1,22457,27151,22999,28598,5467,21177,29211,4728
ENSG00000207688.2|MIR548AA2,0,0,0,0,0,0,0,0
ENSG00000263690.2|MIR548D2,0,0,0,0,0,0,0,0
ENSG00000264754.1|ENSG00000264754,0,0,0,0,0,0,0,0
ENSG00000279361.1|ENSG00000279361,0,3,0,6,0,0,3,0
ENSG00000288109.1|ENSG00000288109,0,0,5,0,0,2,0,3
ENSG00000279917.1|ENSG00000279917,6,0,5,3,9,2,0,0
ENSG00000130935.10|NOL11,8616,8205,8228,9291,12591,8271,9450,13785
ENSG00000200394.1|SNORA38B,0,0,1,0,0,2,2,0
ENSG00000186665.10|C17orf58,2935,3716,2652,4485,1878,3203,4122,1772
ENSG00000171634.19|BPTF,13443,17235,30154,19854,19092,20431,21256,20264
ENSG00000266717.1|ENSG00000266717,0,0,0,0,0,0,0,0
ENSG00000279573.1|ENSG00000279573,0,3,4,0,0,1,3,6
ENSG00000265052.2|RN7SL622P,0,0,0,0,0,1,0,0
ENSG00000279880.1|ENSG00000279880,20,26,81,30,15,22,16,1
ENSG00000182481.10|KPNA2,44562,37083,37531,35876,87337,53300,50184,96703
ENSG00000266117.1|FBXO36P1,0,0,0,0,0,0,0,0
ENSG00000265055.2|ENSG00000265055,8,0,11,8,10,0,15,9
ENSG00000267023.5|LRRC37A16P,215,289,380,336,262,329,332,280
ENSG00000267708.1|RDM1P3,0,0,0,0,0,0,0,0
ENSG00000265100.1|ENSG00000265100,0,4,8,4,7,3,0,0
ENSG00000196704.14|AMZ2,14252,15008,15280,18541,14414,17822,19532,14381
ENSG00000237854.4|LINC00674,2071,2893,3815,3387,2836,4116,3697,2627
ENSG00000278730.1|ENSG00000278730,6433,6976,8271,7286,8785,8234,8271,7169
ENSG00000274561.1|ENSG00000274561,127,140,207,139,215,124,160,71
ENSG00000277476.1|ENSG00000277476,1235,1378,1168,733,1357,754,950,797
ENSG00000267352.1|SH3GL1P3,5,7,3,3,7,3,5,15
ENSG00000278740.1|ENSG00000278740,6,13,20,28,3,17,33,2
ENSG00000267731.1|ENSG00000267731,19,100,62,71,16,86,152,10
ENSG00000267472.1|ARHGAP27P2,8,33,4,6,4,3,11,3
ENSG00000274712.2|ENSG00000274712,1923,1946,2606,2537,1803,2497,2562,1873
ENSG00000154262.13|ABCA6,19,40,10,34,0,27,56,0
ENSG00000267361.1|SEC24AP1,0,0,0,0,0,0,0,0
ENSG00000265331.1|MIR4524B,0,0,0,0,0,0,0,0
ENSG00000283385.1|MIR4524A,0,0,0,0,0,0,0,0
ENSG00000141338.15|ABCA8,18,103,264,17,9,46,89,39
ENSG00000231749.3|ABCA9-AS1,0,0,0,0,0,0,0,0
ENSG00000154258.17|ABCA9,40,78,15,28,42,8,15,0
ENSG00000154263.18|ABCA10,6,9,19,11,6,12,28,8
ENSG00000278873.1|PRO1804,0,0,0,0,0,0,0,0
ENSG00000285931.1|ENSG00000285931,0,0,0,0,0,0,0,0
ENSG00000154265.16|ABCA5,407,642,1941,1072,981,684,755,468
ENSG00000267203.1|SNRPGP4,0,0,0,0,0,0,0,0
ENSG00000123700.5|KCNJ2,6,29,141,48,325,72,37,73
ENSG00000267365.1|KCNJ2-AS1,32,32,134,71,493,69,34,164
ENSG00000283517.1|ENSG00000283517,0,0,0,0,0,0,0,0
ENSG00000225818.1|ENSG00000225818,0,0,0,0,0,0,0,0
ENSG00000228118.3|MYL6P5,0,0,0,0,0,0,0,0
ENSG00000286387.1|ENSG00000286387,5,0,3,8,0,6,0,0
ENSG00000271101.1|ENSG00000271101,0,0,0,0,0,4,0,0
ENSG00000260785.2|CASC17,0,0,0,0,0,0,0,0
ENSG00000271239.1|ENSG00000271239,9,9,28,13,8,6,17,23
ENSG00000108984.15|MAP2K6,9488,10108,14315,11972,11381,11773,11909,10416
ENSG00000278972.1|ENSG00000278972,0,7,0,9,0,3,3,0
ENSG00000267653.1|ENSG00000267653,0,0,0,0,0,0,0,0
ENSG00000141337.13|ARSG,759,928,1114,1258,1772,1681,1811,1978
ENSG00000108932.13|SLC16A6,399,608,886,967,1077,570,738,503
ENSG00000070540.13|WIPI1,932,1237,2102,2536,949,1629,1892,594
ENSG00000108946.16|PRKAR1A,36319,36676,46045,44183,41287,44037,48803,29138
ENSG00000108950.12|FAM20A,8,13,23,18,179,6,9,38
ENSG00000267461.1|ENSG00000267461,0,0,0,0,0,0,0,0
ENSG00000267659.5|LINC01482,0,0,0,0,0,0,0,0
ENSG00000283376.1|ENSG00000283376,0,0,0,0,0,0,0,0
ENSG00000267009.6|ENSG00000267009,25,47,35,39,51,48,37,76
ENSG00000207561.1|MIR635,15,9,27,31,20,22,36,14
ENSG00000228639.8|ROCR,0,0,1,1,0,0,0,0
ENSG00000256124.6|LINC01152,8,3,18,23,56,104,46,102
ENSG00000288605.1|ENSG00000288605,0,2,6,4,0,6,5,0
ENSG00000234899.11|SOX9-AS1,651,710,1240,883,741,1105,931,916
ENSG00000226101.2|LINC02097,0,0,2,0,0,2,0,0
ENSG00000125398.8|SOX9,22325,18197,29556,21494,18180,29022,24529,31681
ENSG00000227036.9|LINC00511,4206,3608,3564,3150,1357,5203,4611,1996
ENSG00000264026.2|LINC02003,11,3,11,3,0,8,16,0
ENSG00000263680.2|ENSG00000263680,0,0,0,0,0,0,0,0
ENSG00000243514.2|RPL32P33,0,0,0,0,0,0,0,0
ENSG00000263574.2|ENSG00000263574,0,0,8,9,11,0,0,0
ENSG00000177338.14|LINC00469,0,0,0,0,0,0,0,0
ENSG00000234721.3|LINC02092,0,3,4,0,3,0,0,0
ENSG00000288006.1|ENSG00000288006,0,0,0,0,0,0,0,0
ENSG00000285648.1|ENSG00000285648,0,0,0,0,0,0,0,0
ENSG00000133195.12|SLC39A11,2316,2682,2689,2788,2998,3035,3580,1581
ENSG00000200783.1|RN7SKP180,0,0,0,0,0,0,0,0
ENSG00000264196.1|ENSG00000264196,0,0,0,0,0,0,0,0
ENSG00000265469.1|POLR3KP2,0,0,0,0,3,0,0,0
ENSG00000133193.13|FAM104A,3719,4220,3883,4173,4086,3689,4107,4460
ENSG00000141219.16|C17orf80,3818,4110,5342,5165,5991,5533,5600,7681
ENSG00000265010.1|ENSG00000265010,0,1,5,0,1,3,2,0
ENSG00000187959.9|CPSF4L,27,12,21,10,3,29,8,26
ENSG00000179604.10|CDC42EP4,32920,24616,35632,32735,38436,33474,29867,37745
ENSG00000069188.17|SDK2,8450,7889,22620,13298,19664,14068,10854,11533
