gene_id,01B_13_1.fq.gz,01B_33_1.fq.gz,043_14_1.fq.gz,043_33_1.fq.gz,043_3_1.fq.gz,250_14_1.fq.gz,250_34_1.fq.gz,250_4_1.fq.gz
ENSG00000215910.8|C1orf167,14,15,22,14,13,8,16,11
ENSG00000177553.6|C1orf167-AS1,0,0,3,0,0,0,0,0
ENSG00000177000.13|MTHFR,9239,10138,16490,14382,10035,13801,14503,11605
ENSG00000011021.23|CLCN6,17252,20192,23924,25256,8509,21073,24939,9998
ENSG00000276470.1|ENSG00000276470,0,0,1,1,1,1,1,0
ENSG00000278852.1|ENSG00000278852,0,1,1,0,1,1,1,0
ENSG00000120937.9|NPPB,0,0,0,13,3,5,5,0
ENSG00000224904.1|SBF1P2,0,0,0,0,0,0,3,0
ENSG00000285646.2|ENSG00000285646,86,67,95,76,80,101,118,79
ENSG00000201801.1|RNU5E-4P,0,1,0,0,0,0,2,0
ENSG00000116685.16|KIAA2013,8169,8016,7705,9349,9599,8303,8324,8644
ENSG00000083444.17|PLOD1,11798,12943,13774,8047,16267,18059,10783,12680
ENSG00000204624.8|DISP3,25030,28188,27597,28731,5397,26434,25147,6035
ENSG00000285833.1|ENSG00000285833,18,26,22,31,2,27,18,5
ENSG00000132879.14|FBXO44,8079,6616,6779,6404,4345,6518,6140,4019
ENSG00000116670.15|MAD2L2,15160,10430,11987,12171,22383,14924,10972,20512
ENSG00000162490.7|DRAXIN,46933,37890,53079,49098,17001,54255,54123,14879
ENSG00000175206.11|NPPA,1026,726,925,376,853,1123,510,1299
ENSG00000275915.1|ENSG00000275915,1,1,1,1,1,0,0,0
ENSG00000199347.1|RNU5E-1,1,2,1,1,1,1,1,3
ENSG00000288927.1|ENSG00000288927,8,0,0,3,13,6,5,0
ENSG00000272482.1|ENSG00000272482,2,4,6,9,14,3,0,1
ENSG00000277058.3|HNRNPCL3,1,2,0,0,0,2,0,0
ENSG00000179172.10|HNRNPCL1,11,4,3,5,6,6,4,5
ENSG00000157330.10|C1orf158,8,0,35,0,471,12,8,103
ENSG00000275774.3|HNRNPCL2,6,3,3,4,6,6,5,0
ENSG00000221340.1|RNU6ATAC18P,0,0,0,0,0,0,0,0
ENSG00000162496.9|DHRS3,1370,1508,1265,4380,1753,671,949,738
ENSG00000276830.1|MIR6730,0,3,3,2,1,0,0,0
ENSG00000179412.11|HNRNPCL4,9,3,3,5,5,4,6,5
ENSG00000162493.17|PDPN,1629,1656,3331,1509,4951,1813,929,2031
ENSG00000116688.18|MFN2,28853,30937,30988,38054,27807,34813,40883,28636
ENSG00000202461.1|Y_RNA,0,0,3,0,0,0,0,0
ENSG00000243539.3|RN7SL649P,0,0,0,0,0,0,0,0
ENSG00000120949.15|TNFRSF8,6,0,0,0,5,6,3,0
ENSG00000201135.1|RNU6-777P,0,0,0,0,0,0,0,0
ENSG00000227875.2|RPL23AP89,0,0,0,0,0,0,0,0
ENSG00000285604.1|ENSG00000285604,0,0,0,0,0,0,0,0
ENSG00000283789.1|MIR7846,0,1,0,1,0,0,0,0
ENSG00000028137.19|TNFRSF1B,9,38,13,144,3,9,22,8
ENSG00000263676.1|MIR4632,0,0,0,0,0,0,0,0
ENSG00000225196.2|RPL10P17,0,0,0,0,0,0,0,0
ENSG00000252969.1|SNORA70,0,0,0,0,0,0,0,0
ENSG00000048707.15|VPS13D,7754,11077,18739,13468,7278,13050,11899,7258
ENSG00000287384.1|ENSG00000287384,3,4,5,3,6,3,0,3
ENSG00000270914.1|ENSG00000270914,1,0,1,0,0,1,0,0
ENSG00000116691.11|MIIP,5996,5052,5116,5634,5063,5308,5247,5179
ENSG00000276869.1|MIR6729,1,3,5,1,1,0,1,0
ENSG00000239149.1|SNORA59A,2,9,18,7,5,7,4,20
ENSG00000116731.23|PRDM2,13750,17639,16976,20029,9389,16991,20236,11177
ENSG00000289380.1|ENSG00000289380,0,0,3,0,0,0,3,0
ENSG00000142621.21|FHAD1,69,78,124,30,749,89,88,378
ENSG00000233485.1|FHAD1-AS1,0,0,0,0,0,0,5,0
ENSG00000236045.1|ENSG00000236045,0,0,0,0,0,0,0,0
ENSG00000162438.12|CTRC,7,13,25,5,0,0,8,0
ENSG00000142634.13|EFHD2,7283,4499,7796,6657,9622,8499,6591,7789
ENSG00000228140.2|ENSG00000228140,58,28,33,19,119,6,6,7
ENSG00000142615.8|CELA2A,0,0,0,0,0,0,0,0
ENSG00000215704.10|CELA2B,0,0,1,0,0,0,0,0
ENSG00000132906.18|CASP9,2418,2171,3248,2894,3485,3017,2557,3330
ENSG00000116138.13|DNAJC16,1605,2538,2961,2205,1463,1919,2400,1261
ENSG00000251866.1|SCARNA21B,0,0,0,0,0,0,0,0
ENSG00000272510.1|ENSG00000272510,0,0,0,0,0,0,2,1
ENSG00000116771.6|AGMAT,17,27,16,7,42,19,6,31
ENSG00000237301.1|ENSG00000237301,4,27,17,8,48,21,3,43
ENSG00000235084.3|CHCHD2P6,36,31,10,28,47,19,20,46
ENSG00000197312.12|DDI2,3406,4081,7401,6562,3595,5398,6236,3933
ENSG00000215695.2|RSC1A1,5,17,11,17,8,5,16,5
ENSG00000189337.17|KAZN,41946,40532,34373,30511,9117,39964,43225,11720
ENSG00000252151.1|RNU6-1265P,0,0,0,0,0,0,0,0
ENSG00000231606.2|ENSG00000231606,0,0,0,0,0,0,0,0
ENSG00000234593.3|KAZN-AS1,2,22,0,0,3,6,0,0
ENSG00000235829.1|TBCAP2,0,0,0,0,0,0,0,0
ENSG00000287756.1|ENSG00000287756,0,0,0,0,0,0,0,0
ENSG00000175147.13|TMEM51-AS1,586,199,375,229,71,192,481,108
ENSG00000204464.7|TMEM51-AS2,0,0,0,0,0,0,0,0
ENSG00000215720.4|MFFP1,0,0,0,0,0,0,0,0
ENSG00000171729.14|TMEM51,839,851,628,615,1308,729,769,812
ENSG00000173641.18|HSPB7,3,13,0,0,13,19,3,0
ENSG00000186510.12|CLCNKA,11,0,20,22,21,15,20,11
ENSG00000232456.1|ENSG00000232456,56,62,125,179,67,69,106,36
ENSG00000184908.20|CLCNKB,44,35,29,33,77,65,33,105
ENSG00000185519.9|FAM131C,447,520,905,1292,643,1013,1253,837
ENSG00000116786.13|PLEKHM2,15732,16001,18641,18704,19094,19396,18917,18560
ENSG00000237938.5|ENSG00000237938,0,0,6,0,0,0,0,0
ENSG00000162461.8|SLC25A34,51,73,398,129,73,97,113,77
ENSG00000224459.2|SLC25A34-AS1,0,0,0,0,0,0,0,0
ENSG00000162460.7|TMEM82,0,0,0,0,0,0,0,0
ENSG00000162458.13|FBLIM1,4090,4253,4194,3723,2981,4555,5126,4592
ENSG00000065526.12|SPEN,23112,28233,66836,41094,18922,45868,44022,23961
ENSG00000270620.1|ENSG00000270620,0,0,0,0,0,0,0,0
ENSG00000116809.12|ZBTB17,6926,6549,7280,7399,7413,7291,6587,8792
ENSG00000234607.2|ENSG00000234607,0,0,0,0,0,0,0,0
ENSG00000224321.1|RPL12P14,4,2,3,0,0,0,5,2
ENSG00000233954.6|UQCRHL,917,501,776,747,1100,710,640,1114
ENSG00000178715.8|ENSG00000178715,40,33,8,27,15,18,23,56
ENSG00000179743.4|FLJ37453,1611,1156,1627,1543,1517,1854,1503,1653
ENSG00000142627.13|EPHA2,2939,2847,5843,5409,5421,5458,5323,4401
ENSG00000224621.1|ENSG00000224621,0,0,0,0,0,0,0,0
ENSG00000234166.1|ARHGEF19-AS1,0,0,0,0,0,1,0,0
ENSG00000142632.17|ARHGEF19,704,587,564,553,1085,552,517,2664
ENSG00000237276.9|ANO7L1,89,74,69,65,31,107,92,0
ENSG00000055070.17|SZRD1,27276,21623,27508,25362,47670,28877,26706,45393
ENSG00000226457.1|RPL22P3,0,0,0,0,0,5,0,2
ENSG00000187144.11|SPATA21,38,49,60,43,57,41,27,145
ENSG00000157191.20|NECAP2,2992,2723,3774,2800,6436,3311,2841,5792
ENSG00000080947.15|CROCCP3,183,336,1072,329,184,219,252,114
ENSG00000224174.2|ENSG00000224174,0,2,0,0,0,0,0,2
ENSG00000225710.1|PDE4DIPP8,0,0,0,0,0,0,0,0
ENSG00000280114.1|ENSG00000280114,0,2,1,3,0,0,0,3
ENSG00000268869.6|ESPNP,0,7,23,26,0,12,14,5
ENSG00000279151.1|ENSG00000279151,0,0,0,0,0,0,0,0
ENSG00000227959.2|ENSG00000227959,4,0,14,6,6,0,8,6
ENSG00000288398.1|ENSG00000288398,704,1039,1159,1227,1203,791,1121,649
ENSG00000132881.12|CPLANE2,523,642,772,935,803,803,844,645
ENSG00000233929.1|MT1XP1,19,17,20,23,9,12,20,0
ENSG00000037637.11|FBXO42,10164,10720,12685,11594,8328,11870,12743,9779
ENSG00000226029.1|LINC01772,28,16,126,57,49,32,36,38
ENSG00000206652.1|RNU1-1,9,3,6,5,1,5,4,6
ENSG00000261135.1|ENSG00000261135,90,139,184,171,169,115,126,142
ENSG00000285853.1|ENSG00000285853,7,0,29,0,31,12,24,35
ENSG00000233421.5|LINC01783,109,82,10,25,12,6,4,7
ENSG00000277344.1|RNU1-6P,1,1,0,0,1,1,0,0
ENSG00000219481.11|NBPF1,8660,10048,10727,7043,8496,7880,7330,7974
ENSG00000271732.1|ENSG00000271732,1,2,2,0,0,7,5,6
ENSG00000215908.10|CROCCP2,2747,2701,3246,1778,1170,2648,2597,1772
ENSG00000283773.1|ENSG00000283773,1,1,1,1,0,1,1,1
ENSG00000186301.8|MST1P2,12,20,63,14,12,13,18,16
ENSG00000282143.1|ENSG00000282143,10,22,13,11,12,13,20,11
ENSG00000207513.1|RNU1-3,5,3,3,2,1,4,5,3
ENSG00000236698.1|EIF1AXP1,264,297,297,303,423,363,320,446
ENSG00000179051.14|RCC2,11174,9550,15721,12414,25535,12202,12771,23120
ENSG00000227751.1|RCC2-AS1,3,4,2,2,9,1,1,8
ENSG00000236648.2|LINC02810,0,0,0,2,0,0,0,0
ENSG00000117148.8|ACTL8,5,0,3,0,24,0,3,33
ENSG00000074964.17|ARHGEF10L,4888,6065,7550,7056,4510,5720,5937,4427
ENSG00000225387.1|ENSG00000225387,0,0,17,8,3,6,0,22
ENSG00000179023.9|KLHDC7A,3,3,69,3,663,36,41,203
ENSG00000179002.5|TAS1R2,3,0,0,0,6,0,3,0
ENSG00000227684.2|CROCCP4,18,14,54,62,31,5,24,12
ENSG00000186715.11|MST1L,12,11,29,15,14,10,11,8
ENSG00000223643.6|ENSG00000223643,0,0,0,0,0,0,0,0
ENSG00000230239.1|PDE4DIPP9,0,0,0,0,0,0,0,0
ENSG00000263811.1|MIR3675,0,0,0,0,0,0,0,0
ENSG00000228549.5|ENSG00000228549,243,223,14,16,18,27,21,45
ENSG00000238142.3|ENSG00000238142,11,2,20,16,21,6,15,63
ENSG00000058453.17|CROCC,2965,2247,5055,1990,8120,3432,1882,9248
ENSG00000286898.1|ENSG00000286898,0,0,3,0,0,0,0,0
ENSG00000226526.1|ENSG00000226526,0,0,0,0,0,0,0,0
ENSG00000117118.10|SDHB,4204,4541,4188,5465,4427,5414,5013,4597
ENSG00000117115.13|PADI2,87,107,142,166,28,259,258,151
ENSG00000282740.1|ENSG00000282740,13,24,14,15,13,16,23,15
ENSG00000207389.1|RNU1-4,5,3,3,2,1,4,5,3
ENSG00000277234.1|RNU1-5P,1,1,0,1,1,1,1,0
ENSG00000235241.1|ENSG00000235241,0,0,0,0,0,0,6,0
ENSG00000207005.1|RNU1-2,10,2,3,2,3,10,3,3
ENSG00000272426.1|ENSG00000272426,2,3,2,9,7,2,0,7
ENSG00000117122.14|MFAP2,9603,4801,11218,6085,34942,12894,6882,38155
ENSG00000159363.19|ATP13A2,45061,43019,36095,43044,41361,45075,44948,42918
ENSG00000288636.1|ENSG00000288636,1,1,1,1,1,1,1,1
ENSG00000009709.12|PAX7,6,183,36,26,1010,96,78,610
ENSG00000230035.2|IGSF21-AS1,0,0,0,0,0,0,0,0
ENSG00000117154.12|IGSF21,18377,11834,12574,9759,19318,15847,12185,29197
ENSG00000280222.1|ENSG00000280222,10,19,63,6,5,14,25,1
ENSG00000159423.17|ALDH4A1,5808,3664,4772,3539,11310,4924,3374,8860
ENSG00000265606.1|MIR4695,0,0,0,1,0,0,0,0
ENSG00000221662.1|MIR1290,0,0,1,0,0,0,0,0
ENSG00000187980.7|PLA2G2C,0,0,13,0,145,12,0,102
ENSG00000162543.6|UBXN10,64,74,418,81,2688,240,202,1567
ENSG00000169914.6|OTUD3,1107,1396,4114,2120,908,1304,1684,525
ENSG00000158816.16|VWA5B1,165,108,1050,470,1596,527,342,350
ENSG00000226664.1|ENSG00000226664,0,0,0,0,0,0,0,0
ENSG00000169991.11|IFFO2,1913,2640,5528,4347,2704,4341,4698,3161
ENSG00000127481.15|UBR4,28291,36387,62029,54766,28942,54345,57600,32492
ENSG00000127463.16|EMC1,16169,19667,20785,23760,15004,17997,20614,12818
ENSG00000270728.1|ENSG00000270728,0,0,5,0,0,0,0,0
ENSG00000053371.13|AKR7A2,7931,6931,8232,9665,18641,10346,8384,14446
ENSG00000200403.1|RNU6-1099P,0,0,1,2,0,0,0,0
ENSG00000077549.19|CAPZB,41080,34633,32748,34117,41769,42078,36273,41442
ENSG00000240490.3|RN7SL277P,0,0,0,0,0,0,0,0
ENSG00000201609.1|RNU4-28P,0,0,0,0,0,0,0,0
ENSG00000235185.1|ENSG00000235185,0,0,0,0,0,0,0,0
ENSG00000173436.15|MICOS10,9432,6299,6306,5076,12303,7001,5765,8416
ENSG00000270136.6|MICOS10-NBL1,0,0,0,6,1,0,0,1
ENSG00000158747.15|NBL1,1631,4055,1871,7067,1132,2304,4089,1100
ENSG00000162542.14|TMCO4,0,12,14,6,18,12,19,95
ENSG00000272084.1|ENSG00000272084,147,116,99,43,222,52,45,139
ENSG00000230424.2|EMC1-AS1,99,81,134,100,178,169,107,151
ENSG00000053372.5|MRTO4,5577,5205,5628,5719,10185,6488,5417,9652
ENSG00000286064.1|ENSG00000286064,8,0,22,7,0,8,8,20
ENSG00000211454.16|AKR7L,69,95,117,60,97,51,105,86
ENSG00000162482.5|AKR7A3,52,62,139,63,81,83,84,0
ENSG00000040487.13|SLC66A1,4657,4316,4491,4623,6852,5106,4654,7368
ENSG00000226396.1|ENSG00000226396,1864,1475,30,30,48,2117,1730,299
ENSG00000158748.4|HTR6,147,71,73,36,14,294,209,92
ENSG00000189410.12|SH2D5,1074,857,1929,1625,1005,2218,2175,1264
ENSG00000236963.8|LINC01141,28,86,30,39,17,10,24,27
ENSG00000226487.1|ENSG00000226487,0,0,0,0,0,0,0,0
ENSG00000284641.1|ENSG00000284641,0,0,0,0,0,0,0,0
ENSG00000284743.1|ENSG00000284743,0,0,0,0,0,0,0,0
ENSG00000215520.3|RPS4XP4,0,0,0,0,0,0,0,0
ENSG00000158825.6|CDA,0,6,0,0,0,0,0,0
ENSG00000244038.11|DDOST,39867,36704,39924,42430,66675,43486,42906,60935
ENSG00000117245.13|KIF17,670,691,824,1033,571,1425,1528,965
ENSG00000235432.1|ENSG00000235432,0,0,2,0,0,0,1,0
ENSG00000162545.6|CAMK2N1,33824,35441,18250,34343,13806,24718,32701,16590
ENSG00000289402.1|ENSG00000289402,118,141,122,177,93,100,153,216
ENSG00000090432.7|MUL1,8339,8172,6790,9973,11726,9209,11098,12424
ENSG00000183114.8|FAM43B,487,691,577,610,864,1235,1482,1337
ENSG00000158828.8|PINK1,20185,20971,19240,24398,17789,21926,24044,14407
ENSG00000284005.1|MIR6084,1,1,2,1,1,1,1,1
ENSG00000117242.7|PINK1-AS,1867,1863,1577,1345,2918,1510,1225,2683
ENSG00000162551.14|ALPL,907,963,776,907,3331,1332,1336,5567
ENSG00000186543.7|CROCCP5,0,0,0,0,0,0,0,0
ENSG00000142794.19|NBPF3,1305,1503,3478,3084,2944,2849,2879,2957
ENSG00000176378.8|PFN1P10,0,0,0,0,0,0,0,0
ENSG00000227001.3|NBPF2P,158,104,149,85,107,86,70,44
ENSG00000187952.9|HS6ST1P1,1135,1212,822,1381,478,1078,1145,588
ENSG00000076864.21|RAP1GAP,15783,9969,14524,12778,3070,16021,13287,3786
ENSG00000090686.16|USP48,7744,9930,10843,8775,8726,7728,8552,7371
ENSG00000231978.2|ENSG00000231978,0,0,0,0,0,0,0,0
ENSG00000075151.24|EIF4G3,19228,23368,29860,22539,19493,24066,25290,18958
ENSG00000251914.1|RNU7-200P,0,0,0,0,0,0,0,0
ENSG00000221808.1|MIR1256,0,0,2,0,0,0,0,0
ENSG00000233072.1|RPS15AP6,0,0,3,2,0,0,0,5
ENSG00000236073.2|ENSG00000236073,0,0,0,0,0,0,0,0
ENSG00000235112.1|HSPE1P27,0,0,0,0,0,0,0,0
ENSG00000117298.16|ECE1,5062,4976,6678,7796,5938,7824,8034,6899
ENSG00000236936.1|ENSG00000236936,0,0,7,0,4,0,0,0
ENSG00000231105.2|ECE1-AS1,8,22,20,38,8,20,52,0
ENSG00000127483.19|HP1BP3,36899,42691,54924,40994,38212,42204,44966,33915
ENSG00000287192.1|ENSG00000287192,1,3,0,9,2,0,0,19
ENSG00000162552.15|WNT4,773,1270,945,1440,3317,1086,1823,1242
ENSG00000285873.1|ENSG00000285873,0,0,6,0,18,4,1,12
ENSG00000184677.18|ZBTB40,3789,4134,6997,4843,4533,5010,4802,4760
ENSG00000237200.1|ZBTB40-IT1,1,3,16,4,0,6,5,2
ENSG00000070886.12|EPHA8,781,1458,963,2388,483,905,1122,1616
ENSG00000187942.12|LDLRAD2,18,16,21,6,102,18,16,46
ENSG00000142798.20|HSPG2,7217,6414,18363,11234,21272,19402,14549,23358
ENSG00000232037.3|ENSG00000232037,0,0,0,1,0,0,2,0
ENSG00000283234.1|ENSG00000283234,0,0,0,0,0,0,0,0
ENSG00000219073.8|CELA3B,0,0,0,0,0,0,0,0
ENSG00000285959.1|ENSG00000285959,0,0,0,0,0,0,0,0
ENSG00000273610.1|RN7SL386P,0,0,0,0,0,0,0,0
ENSG00000201919.1|RNU6-1022P,0,0,0,0,0,0,0,0
ENSG00000142789.20|CELA3A,2,0,0,0,0,0,0,0
ENSG00000278124.1|RN7SL186P,0,0,0,0,0,0,0,0
ENSG00000201273.1|RNU6-776P,0,0,0,0,0,0,0,0
ENSG00000228397.3|LINC01635,1,7,7,0,5,4,0,0
ENSG00000218510.9|LINC00339,443,643,754,589,968,521,520,885
ENSG00000070831.17|CDC42,51866,55357,47430,60360,35865,52780,67137,29933
ENSG00000230068.2|CDC42-IT1,0,4,3,0,0,0,0,0
ENSG00000271428.1|MPHOSPH6P1,0,0,0,0,0,0,0,0
ENSG00000285752.1|CDC42-AS1,50,44,45,41,123,24,48,40
ENSG00000285794.1|ENSG00000285794,2,1,1,1,1,2,1,1
ENSG00000261326.4|LINC01355,21,27,60,24,36,11,23,72
ENSG00000179546.5|HTR1D,85,440,98,239,50,197,463,32
ENSG00000133216.17|EPHB2,38501,42670,48394,57661,46356,45283,44099,36054
ENSG00000225952.1|ENSG00000225952,0,0,0,0,0,0,0,0
ENSG00000215906.8|LACTBL1,0,0,0,0,0,0,0,0
ENSG00000227868.7|TEX46,0,0,5,3,0,0,4,6
ENSG00000004487.18|KDM1A,64247,64772,62627,66119,66916,73247,72748,77664
ENSG00000263793.1|MIR3115,0,0,0,0,0,0,0,0
ENSG00000266802.1|ENSG00000266802,0,0,0,0,0,0,0,0
ENSG00000169641.14|LUZP1,4903,4738,7943,6248,8396,7853,7280,11600
ENSG00000229010.1|ENSG00000229010,0,0,0,0,1,0,0,0
ENSG00000206935.1|RNU6-514P,0,0,0,0,0,0,0,0
ENSG00000252578.1|RNU6-135P,0,0,0,0,0,0,0,0
ENSG00000289014.1|ENSG00000289014,0,2,1,2,0,2,5,3
ENSG00000265422.1|MIR4684,1,0,0,0,0,0,0,0
ENSG00000264014.1|MIR4253,1,1,1,1,1,1,1,1
ENSG00000240553.1|ENSG00000240553,28,10,19,16,41,17,18,41
ENSG00000185436.12|IFNLR1,8,15,323,79,339,68,87,235
ENSG00000184454.7|NCMAP,3,7,19,3,14,6,0,7
ENSG00000227312.2|ENSG00000227312,0,0,0,0,0,0,0,0
ENSG00000286061.1|RCAN3AS,0,0,1,0,15,0,1,0
ENSG00000117602.13|RCAN3,942,1020,1807,860,1805,1684,1875,827
ENSG00000264443.1|NCMAP-DT,6,2,5,3,7,4,4,2
ENSG00000158055.17|GRHL3,0,0,0,9,14,0,3,17
ENSG00000230023.2|LINC02800,0,0,0,0,0,0,0,0
ENSG00000232298.2|GRHL3-AS1,0,0,0,0,0,0,0,0
ENSG00000001460.18|STPG1,829,1044,1414,1418,2574,1032,753,1836
ENSG00000001461.17|NIPAL3,2908,4373,5603,6802,3016,4484,5402,2200
ENSG00000288982.1|ENSG00000288982,9,8,10,24,15,6,8,6
ENSG00000133226.18|SRRM1,8076,7858,19719,10927,10807,10270,10474,8294
ENSG00000284726.1|ENSG00000284726,0,0,0,0,7,0,0,0
ENSG00000249087.8|ZNF436-AS1,166,219,297,389,303,285,353,330
ENSG00000271420.1|ENSG00000271420,0,0,0,0,0,0,0,0
ENSG00000204219.11|TCEA3,23,69,65,36,41,31,57,73
ENSG00000232482.2|ENSG00000232482,0,0,0,0,0,0,0,0
ENSG00000088280.20|ASAP3,13349,10405,13388,11519,21453,18780,13593,33089
ENSG00000285802.1|ENSG00000285802,0,0,0,0,0,0,0,0
ENSG00000197880.10|MDS2,0,0,0,0,0,0,0,0
ENSG00000229239.2|ENSG00000229239,0,0,0,0,0,0,0,0
ENSG00000236810.7|ELOA-AS1,100,103,194,145,231,252,164,179
ENSG00000011009.11|LYPLA2,16068,11889,13933,12021,22422,15341,13237,19715
ENSG00000117308.15|GALE,3578,3464,3041,3253,5024,3869,3426,4704
ENSG00000117305.15|HMGCL,2489,2886,2768,3302,3853,3591,3861,3748
ENSG00000188822.8|CNR2,0,0,0,3,6,6,0,0
ENSG00000229106.1|BTBD6P1,0,0,0,0,0,0,0,0
ENSG00000232557.3|ENSG00000232557,0,0,0,0,0,0,0,0
ENSG00000264926.1|MIR378F,0,0,0,0,0,0,0,0
ENSG00000189266.13|PNRC2,10665,9499,13959,11683,20445,11998,11558,16926
ENSG00000215905.4|ENSG00000215905,0,0,0,0,0,0,0,0
ENSG00000225315.2|ENSG00000225315,0,0,3,0,0,0,0,0
ENSG00000142661.19|MYOM3,0,0,0,72,13,4,0,16
ENSG00000230703.1|MYOM3-AS1,0,0,0,0,0,0,0,0
ENSG00000125944.21|HNRNPR,56289,53855,68960,54257,70499,61941,58590,54089
ENSG00000125945.15|ZNF436,7866,9843,9430,11248,10528,10897,13234,19955
ENSG00000201405.1|Y_RNA,1,1,1,1,1,0,1,1
ENSG00000007968.7|E2F2,3090,2198,3800,2104,5865,3212,3211,5008
ENSG00000235052.1|ENSG00000235052,6,0,0,3,7,0,0,0
ENSG00000117318.9|ID3,185,125,1273,301,14374,329,279,7450
ENSG00000142676.14|RPL11,107620,105382,111530,109989,185073,127788,118693,139854
ENSG00000011007.13|ELOA,8308,11277,10992,12666,9250,10339,12954,9201
ENSG00000057757.10|PITHD1,10905,13331,13576,15375,8479,12220,15415,6227
ENSG00000179163.12|FUCA1,2631,3901,3440,4629,5964,3294,3809,3336
ENSG00000230228.2|H3P1,1,1,0,0,0,0,3,0
ENSG00000188529.15|SRSF10,14502,14222,25203,12803,21398,14752,13417,20796
ENSG00000238482.1|RNU6-1208P,0,0,0,0,0,0,0,0
ENSG00000020633.19|RUNX3,0,6,0,9,0,9,8,0
ENSG00000278034.1|MIR6731,0,0,0,0,0,0,0,0
ENSG00000229162.1|RUNX3-AS1,0,0,0,0,0,0,0,0
ENSG00000261025.1|ENSG00000261025,0,0,0,0,0,0,0,0
ENSG00000264371.1|MIR4425,0,0,0,0,0,0,0,0
ENSG00000285823.1|LINC02793,0,0,0,0,0,0,0,0
ENSG00000233755.1|ENSG00000233755,0,0,0,0,0,0,0,0
ENSG00000233419.3|IFITM3P7,0,0,0,0,0,0,0,0
ENSG00000231953.2|ENSG00000231953,0,0,0,0,2,0,0,0
ENSG00000117616.18|RSRP1,1098,1295,2287,1931,789,1388,2185,950
ENSG00000187010.21|RHD,0,3,10,15,4,8,1,1
ENSG00000188672.19|RHCE,115,330,296,470,57,344,522,136
ENSG00000204178.11|MACO1,13138,16447,15053,20152,9730,15570,20780,8225
ENSG00000169504.15|CLIC4,31265,27068,28929,27980,31270,34932,31679,38111
ENSG00000117614.10|SYF2,5856,6292,6094,6506,7939,6897,7065,6992
ENSG00000284602.1|ENSG00000284602,6,7,27,15,30,35,25,8
ENSG00000284657.1|ENSG00000284657,2,8,10,18,2,8,11,0
ENSG00000272432.1|ENSG00000272432,24,16,13,13,12,14,5,6
ENSG00000261349.1|ENSG00000261349,29,65,243,253,51,252,299,110
ENSG00000224183.1|SDHDP6,22,20,51,58,83,43,56,66
ENSG00000259984.1|ENSG00000259984,45,7,28,75,0,0,71,0
ENSG00000183726.11|TMEM50A,29837,27967,26636,28252,27150,27733,29628,25629
ENSG00000238084.4|ENSG00000238084,17,31,33,56,61,18,44,77
ENSG00000158022.7|TRIM63,6,9,0,0,13,3,0,0
ENSG00000175087.10|PDIK1L,6476,7548,6768,8256,4044,5904,7878,3994
ENSG00000157978.12|LDLRAP1,355,223,602,236,1180,425,302,1194
ENSG00000225643.1|ENSG00000225643,0,0,0,0,0,0,0,7
ENSG00000117643.15|MAN1C1,2397,2839,4292,3126,2534,3531,3667,3150
ENSG00000233478.1|ENSG00000233478,0,0,0,0,0,0,0,0
ENSG00000255054.3|ENSG00000255054,0,2,0,2,0,0,1,3
ENSG00000117640.18|MTFR1L,13918,11778,13571,12354,15596,15552,13764,15314
ENSG00000127423.11|AUNIP,343,152,312,172,1023,319,168,1005
ENSG00000236528.2|ENSG00000236528,4,3,8,3,10,5,4,10
ENSG00000207302.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000229786.1|SNRPFP2,0,0,0,0,0,0,0,0
ENSG00000223624.1|ENSG00000223624,0,0,0,2,0,0,0,0
ENSG00000158006.14|PAFAH2,1095,856,1503,1255,2561,1431,1115,2293
ENSG00000207237.1|RNU6-110P,0,0,0,0,0,0,0,0
ENSG00000252190.1|ENSG00000252190,0,0,0,0,0,0,0,0
ENSG00000252691.1|ENSG00000252691,0,0,0,0,0,0,0,0
ENSG00000158014.15|SLC30A2,6,12,13,16,174,11,18,43
ENSG00000162430.18|SELENON,58833,45694,57237,46379,68097,63607,53710,89229
ENSG00000228172.5|ENSG00000228172,47,34,89,61,80,33,26,59
ENSG00000272478.1|ENSG00000272478,8,5,10,7,3,8,4,7
ENSG00000182749.6|PAQR7,1128,1143,1456,1158,1857,1382,1312,1927
ENSG00000117632.23|STMN1,212164,205022,156798,164199,182571,174213,177938,134646
ENSG00000283938.1|MIR3917,1,1,1,1,1,1,1,1
ENSG00000158008.10|EXTL1,1587,970,1832,983,983,1295,943,828
ENSG00000175707.10|KDF1,31,55,19,36,3,9,37,0
ENSG00000158246.8|TENT5B,36,19,92,49,395,45,41,347
ENSG00000253368.4|TRNP1,2673,2640,2506,2160,1090,1897,1671,938
ENSG00000229985.2|ENSG00000229985,2,0,0,0,0,0,0,0
ENSG00000214973.3|CHCHD3P3,14,5,9,2,13,7,11,10
ENSG00000225159.1|NPM1P39,87,71,104,96,141,117,86,191
ENSG00000090020.11|SLC9A1,2688,3829,3874,3779,4844,3204,3884,4297
ENSG00000000938.13|FGR,3,15,11,3,0,9,0,8
ENSG00000235912.1|ENSG00000235912,22,6,8,9,28,13,1,37
ENSG00000126705.15|AHDC1,13424,17196,19187,20538,11848,16581,20211,9403
ENSG00000252098.1|Y_RNA,0,0,0,0,0,0,0,0
ENSG00000142784.16|WDTC1,16127,16783,17350,19347,17962,19692,19044,19458
