gene,variance_2d_tpm,present_in_v3_candidate_features,selected_top_250
PABPC5,4.087657468622428,False,False
GHDC,4.077237314454153,False,False
SH2D3A,4.076179025277515,False,False
ZNF556,4.073730551753986,False,False
CSMD1,4.066505658490367,True,False
FBXL22,4.065843461884875,False,False
KSR2,4.063587250704753,False,False
COX10,4.0601432150752705,False,False
CCDC37,4.05909796820718,False,False
RNF144B,4.053015723877368,False,False
ISPD,4.052745788445568,False,False
MBD3L2,4.047364379876244,False,False
LOC401052,4.0425463200804765,False,False
ZNF236,4.035996818378543,True,False
LOC100509575,4.035066743867771,False,False
SLC18A2,4.032568696704916,False,False
RANBP17,4.030316555543859,False,False
METTL15,4.029410888280639,False,False
IL10RA,4.0285840451041635,False,False
ZNF628,4.025831140120013,False,False
ALDH3B1,4.0243993519785715,False,False
FERMT3,4.017052831292182,False,False
RASL11A,4.0163816869612,False,False
ZNF552,4.013443230281551,False,False
ZNF90,4.011359647799184,False,False
C19orf75,4.0109808400884335,False,False
SOX10,4.00939642067586,True,False
CDRT4,4.0040861774923675,False,False
ERN2,3.9943199752020666,False,False
SLC35D1,3.9939152542372884,False,False
C5orf58,3.991819703243616,False,False
MFSD8,3.989858874618381,False,False
TRPM1,3.9813364313202566,False,False
ZBTB49,3.9804505275409103,False,False
C16orf93,3.977649432688821,False,False
HRASLS5,3.9761961522265494,False,False
TLR10,3.9752143436151166,False,False
CEP85L,3.972418413634184,False,False
LPIN3,3.9721762975049995,False,False
CTBS,3.9717770110304005,False,False
ZNF449,3.970020760080008,False,False
ZNF577,3.9678528734018776,False,False
KANK3,3.9677313378016406,True,False
KCNK12,3.9592965762477923,True,False
MLIP,3.957215220315588,False,False
PER2,3.954876829139911,False,False
SLC22A4,3.9529793504579427,False,False
DOCK5,3.951605407001906,False,False
ZNF439,3.947040942321414,False,False
PABPC1L2B,3.942692836088009,False,False
RIBC2,3.9423307886210246,False,False
ZNF350,3.9416390620065274,False,False
MS4A10,3.941156126960731,False,False
HS3ST3A1,3.9403684136341837,False,False
NR1H3,3.9375136499748513,False,False
FLVCR2,3.932738861985472,False,False
PLEKHF2,3.9272020265291077,False,False
LY6G6C,3.9266825186276915,False,False
ERO1LB,3.926270508591548,False,False
ZNF407,3.925994439180732,False,False
TNFAIP8,3.924108507328257,False,False
OR56B1,3.92400069773426,False,False
PEX7,3.9161757986220773,False,False
ARHGEF5,3.9064331666491197,False,False
FBXO4,3.9057994525739548,False,False
OR6B3,3.905633729866301,False,False
SLC45A4,3.90509705173644,False,False
OR52L1,3.904438457849366,False,False
ZNF492,3.9039319062825317,False,False
CLDN3,3.9008090793182912,False,False
THSD7B,3.900627521610462,True,False
ZNF182,3.894928655063106,False,False
PNMA6D,3.8937683311693636,False,False
C1QTNF3,3.890314493923338,False,False
MCF2,3.8819962288428016,False,False
LEKR1,3.8804171439098853,False,False
C5orf64,3.8792785392614446,False,False
KLRC3,3.8779931782292847,False,False
TMEM229A,3.8757314717338667,False,False
ADAMTS9,3.864727555532162,False,False
ZNF596,3.861342230761133,False,False
SLC5A5,3.860350574914318,False,False
PRL,3.858494141488579,False,False
ZNF343,3.856309967131043,False,False
KCNA1,3.8560976219719034,False,False
CASC1,3.8533884806587833,False,False
GPR88,3.8514073528207646,True,False
LRRIQ1,3.848953131908621,False,False
VCPIP1,3.847862496052216,False,False
OR2L2,3.8447660695277857,False,False
DHRS12,3.8403307763390298,False,False
IDI2,3.837939451521213,False,False
PCDHA3,3.8318229550478997,True,False
CYP2C8,3.8301009416195857,False,False
SCIN,3.8273049215706925,False,False
SCN11A,3.8250132224444697,False,False
ENO4,3.82452465639658,False,False
LILRB1,3.8223597431308547,False,False
C19orf76,3.814304808693313,False,False
SEMA3E,3.8131089284252138,True,False
ZNF404,3.810458396790305,False,False
PLA2G12B,3.805706252704963,False,False
EIF5A2,3.80492089693652,False,False
CCL27,3.8016096951725915,True,False
DDC,3.799281429039314,False,False
ZSWIM3,3.798940098957784,False,False
AGMO,3.7965780819033594,False,False
DHDH,3.7960626288147297,False,False
ERCC6,3.790438570141886,False,False
DHRS9,3.7866832508685127,False,False
HIST2H3C,3.7865248037805155,False,False
HIST2H3A,3.7865248037805155,False,False
PSPN,3.786336713806132,False,False
NEURL2,3.785575407937679,False,False
TNFSF15,3.7847493116234467,False,False
GPR35,3.780607007170345,False,False
AKR1B10,3.7799485448760692,False,False
TSSK4,3.7768291849434443,False,False
CLEC3B,3.775432008047631,True,False
DCAF12L2,3.7749962148062366,False,False
TMEM74,3.7724927091740654,False,False
KCNQ4,3.772380449988888,False,False
CCDC30,3.770201563322455,False,False
TMEM99,3.7699388947374577,False,False
CCDC151,3.765912164438362,False,False
HTR1D,3.7655466025663533,False,False
IL1R1,3.7639245984957475,False,False
PAPPA,3.761511672573721,False,False
MYCT1,3.761468952287375,False,False
LCLAT1,3.758242338959657,False,False
CENPP,3.757918354563638,False,False
GBP2,3.7561184598378783,False,False
CMTM8,3.7477352733036224,False,False
CTAGE4,3.7431799938005166,False,False
FASTKD3,3.7400717759764186,False,False
CUBN,3.7388963469838936,False,False
SGPP2,3.7347640061526945,False,False
GIN1,3.7322075774058097,False,False
ARHGAP24,3.7314290656326397,False,False
TMC6,3.723678328712964,True,False
DPPA3,3.7223724228281347,False,False
GLRA1,3.7216322536875226,False,False
KRTAP1-1,3.7204443678281955,False,False
DNHD1,3.7188771899966078,False,False
ABHD15,3.7179484185469813,False,False
ACPP,3.717288784199504,False,False
OR4N2,3.716847778128693,False,False
IFI30,3.7152777725140655,True,False
CAMKMT,3.7119870541928393,False,False
GPR39,3.710979876244283,True,False
MCHR2,3.7105224971049613,False,False
RDH13,3.706615643751974,False,False
TNN,3.704611285398463,False,False
CNGB1,3.7032750634569727,False,False
SLC26A1,3.703022570796926,False,False
CHST9,3.6986672240352787,False,False
PGBD3,3.698203301517119,False,False
DDIT4L,3.697820048894036,False,False
ZNF256,3.6978096670994605,False,False
OR10A3,3.697111418160979,False,False
PHF15,3.696787229649905,False,False
DCUN1D5,3.687364406194804,False,False
FYCO1,3.686762863927197,False,False
CEBPA,3.6796398199810505,False,False
OXSM,3.678346258670504,False,False
HIST1H2BN,3.677561991905581,False,False
TICAM1,3.6774177492367617,True,False
LACC1,3.675819475734288,False,False
FOXD4,3.6730123200102933,False,False
BCDIN3D,3.665626976523845,False,False
MTHFS,3.658869961165503,True,False
TMEM92,3.6549753827888316,False,False
ZNF175,3.6548030699137923,False,False
TRPM4,3.646868929477957,False,False
PURA,3.6447160385303716,False,False
ZNF613,3.6437160806400675,False,False
LOC100287177,3.643588157817781,False,False
PDZK1,3.6419587073493123,False,False
PRDM15,3.6419166228024,False,False
C19orf44,3.63681778900703,False,False
KIF17,3.6287179545215285,True,False
ZC3H12A,3.626539277818718,False,False
TRIM77P,3.625090821256042,False,False
FAM47E-STBD1,3.611255837456574,False,False
OASL,3.6094538401703087,False,False
SLC15A1,3.6066681504485842,False,False
TMED7-TICAM2,3.600326242528453,False,False
FBXO15,3.5990025505608783,False,False
CD302,3.59568491888035,False,False
NTSR1,3.5939067931127253,False,False
ZNF284,3.593575109075809,False,False
PROKR1,3.593394277760233,False,False
CSAG2,3.589207495525847,False,False
OR11H1,3.587769340047488,False,False
ZNF132,3.587416083564352,False,False
ZNF429,3.585819038261338,False,False
ABHD14B,3.5798373401878556,False,False
CARTPT,3.576662804271795,True,False
SLC24A1,3.572877171281186,False,False
DLX2,3.5708170965364787,True,False
CYB561D1,3.567467848662433,False,False
ZNF155,3.5669753143605756,False,False
KIAA1614,3.566471844404674,False,False
OR3A3,3.565317638113949,False,False
SLC27A5,3.5608952199646744,False,False
CASP14,3.5597283760863716,False,False
TREML4,3.5597152542372856,False,False
NLRP3,3.557209603934917,False,False
LDB3,3.556427614602704,False,False
PEX11G,3.5529917043899353,False,False
FAM86B2,3.5525788866664327,False,False
TMEM133,3.549092370541929,False,False
C2orf27A,3.5471065702822515,False,False
COL15A1,3.5444430992736073,True,False
ODF3B,3.5431178907721286,True,False
HAPLN2,3.5394687627937444,False,False
PPIAL4A,3.537341699126224,False,False
TAL1,3.53304137277608,False,False
NIPSNAP3B,3.527157894983098,False,False
RYR2,3.5248948941993894,True,False
PRAMEF15,3.5247342995169113,False,False
NFATC2,3.521183708226597,False,False
HHIP,3.5211057772163157,False,False
NFAM1,3.5177625902141756,False,False
SPANXN2,3.5172253126060076,False,False
CD101,3.517035685627727,False,False
STAP2,3.5150858195599537,False,False
LGALS12,3.514967096536478,False,False
ZNF416,3.514037573545753,False,False
WFDC10A,3.5140088061901222,False,False
PSG7,3.5136779239919975,False,False
OTOS,3.51052534945199,False,False
C10orf25,3.5015787392824977,False,False
KRTAP13-4,3.4994121445532262,False,False
OR8B4,3.4974193681206196,False,False
SFTPD,3.494465696389094,False,False
KCNK18,3.4880667187189296,False,False
ZNF569,3.4864551876805745,False,False
WFIKKN1,3.484060425073984,False,False
SLC16A13,3.4836333064299163,False,False
S100A5,3.4830023628218165,False,False
MAP7,3.4819660063632423,False,False
RSAD2,3.4771557900831658,False,False
GPR3,3.4750574376250136,False,False
CCDC42,3.474521407516585,False,False
OR5M9,3.473252173913043,False,False
ALG10,3.469813396146963,False,False
PIGZ,3.466980386824345,False,False
OR5M8,3.46571584377303,False,False
CASP1,3.4653106905990074,False,False
FGL2,3.4570037477629225,False,False
SLC7A7,3.4547951550455602,False,False
FAM22G,3.453271477114549,False,False
ZIM2,3.448841396755214,True,False
C2orf53,3.444024800271378,False,False
CNFN,3.4379720438408716,False,False
LEP,3.4368766566071267,False,False
BDKRB2,3.4368240077902934,False,False
PGA4,3.434204316243816,False,False
CEACAM7,3.4338191014258794,False,False
VILL,3.433188735656385,False,False
CALHM2,3.4282585933022194,False,False
CAPN3,3.4238830876934414,False,False
GALNTL2,3.422691719596215,False,False
MEF2B,3.42036012738183,True,False
ZBBX,3.419874073879121,False,False
EDA,3.41740131066428,False,False
KCNMB1,3.41480260846171,False,False
VSTM2B,3.414482088757881,True,False
ZNF18,3.4142134780269267,False,False
MTRNR2L7,3.410465316816978,False,False
CD2AP,3.409732725667029,False,False
HIST1H2AM,3.4094438338538557,False,False
C5orf28,3.407273465627961,False,False
PRSS45,3.40690531634909,False,False
MMP8,3.3994677784796057,False,False
DGKE,3.3971399773075523,False,False
NPAS2,3.394030799148448,False,False
RPS6KA6,3.391854649027383,False,False
ST8SIA6,3.389199357242283,False,False
ZNF26,3.3874609356540453,False,False
CORO7-PAM16,3.3853887777660807,False,False
RSPH3,3.384603380472798,False,False
OR4D9,3.3822618357487895,False,False
OR1Q1,3.3819294691838886,False,False
PTHLH,3.381771398158869,False,False
OR51G2,3.38045434782609,False,False
OR5D13,3.38045434782609,False,False
USP43,3.3788563848826194,False,False
NUDT18,3.3763393526803993,False,False
C10orf10,3.3760731702752342,True,False
DEFA3,3.374699105168965,False,False
SLC2A14,3.3723673860406365,False,False
CCDC157,3.37111658537156,False,False
AGTR1,3.3691346907861646,False,False
RNF135,3.362380274531822,False,False
UGT2A1,3.3602256687838477,False,False
OR2V2,3.35898521540279,False,False
LIPT2,3.3582758869354667,False,False
TEP1,3.355783790691418,False,False
SHROOM4,3.3548995870910385,False,False
ABHD16B,3.353918239931689,False,False
LRRTM3,3.351222342117884,True,False
SAMD15,3.350710269502053,False,False
CMPK2,3.348740600180136,False,False
OR52R1,3.3445254494625134,False,False
LRRC25,3.3432267817665013,False,False
PNLDC1,3.3394078914739564,False,False
ZNF880,3.338041087950778,False,False
ANKRD18A,3.3369909581125494,True,False
TLR3,3.336744057269187,False,False
DKKL1,3.3362526423834082,False,False
C20orf26,3.334692114959469,False,False
MYH7,3.3311563281515006,False,False
ATP2A3,3.3296340573861576,False,False
STX11,3.3285914423740515,False,False
ZNF501,3.3260624323028156,False,False
DUSP28,3.323516220420863,False,False
HMX3,3.3202216285924826,False,False
RPS6KA5,3.318541737141921,False,False
TMEM217,3.313036968218877,False,False
VWA7,3.311217753915617,False,False
DSC2,3.308337834976781,False,False
TMEM79,3.307990058017803,False,False
C11orf88,3.307492323168521,False,False
SLC26A3,3.3069606461498866,False,False
KCNJ2,3.301931960674223,False,False
F10,3.299675252950603,False,False
VIP,3.297387278777883,False,False
CLDN16,3.2958665175281596,False,False
ZNF30,3.2953969657624778,False,False
APOC2,3.281437005064858,False,False
LST1,3.269647006117604,False,False
TBX3,3.2617641488577744,False,False
FNDC8,3.2585863593828592,False,False
RAB37,3.2572896825396827,False,False
C22orf43,3.256220254763659,False,False
OR13C8,3.251888505222774,False,False
ARMC12,3.2496527663730688,False,False
PAPPA2,3.249503482237896,False,False
SPEF2,3.2454345469113703,False,False
CD27,3.24450979869226,False,False
ABHD13,3.2430935355768447,False,False
TBC1D8,3.238353473465043,False,False
HNF1B,3.2319093284673235,False,False
OR51G1,3.2311331046542926,False,False
OR14J1,3.2309247055245587,False,False
HERC6,3.2286460943257183,False,False
ABCB5,3.228479107742335,False,False
SLC13A5,3.225376584669731,False,False
FSTL4,3.2240512083143256,False,False
GGN,3.218564857119463,False,False
C2orf88,3.21825378402405,False,False
DISP1,3.2156388719280393,False,False
OVOL1,3.2148082020329602,False,False
SLC6A2,3.2131466990677393,False,False
ZP3,3.2111239686048823,False,False
C16orf86,3.2094671860195807,False,False
RBKS,3.208454003345382,False,False
HDX,3.207964527260179,False,False
INO80D,3.207095893719807,False,False
ZNF630,3.2011228603010844,False,False
KCNJ14,3.197522812927677,False,False
C6orf25,3.1973879735878636,False,False
SERINC4,3.1966642833748584,False,False
C8orf4,3.1930393123252743,True,False
DEPDC4,3.190724382683557,False,False
SLC24A2,3.181164541296745,False,False
HLF,3.1777114854195183,True,False
GPR139,3.175479397831351,False,False
RBM11,3.1623338082371246,False,False
TMEM45B,3.159572485992677,False,False
TMEM143,3.1571233509960113,False,False
WDR52,3.152716618708402,False,False
ZNF208,3.1507750318747005,False,False
SFTPA1,3.150603584002993,False,False
LDHD,3.1497460837982945,False,False
RAB27A,3.147277977798833,False,False
GJD3,3.146756666783638,False,False
YSK4,3.145460390567429,False,False
C20orf141,3.1401175492157054,False,False
ZNF41,3.137647350013452,False,False
C1QTNF2,3.1314247844802385,False,False
THEM5,3.1307882092851878,False,False
SHE,3.1290907212455115,False,False
MERTK,3.128658790398989,False,False
TNFSF10,3.1277430706156193,False,False
PNMA5,3.1277221368331167,False,False
FUK,3.1245643237299836,False,False
LRRC43,3.1187751108303803,False,False
LRP1B,3.1151538664888703,True,False
GRXCR2,3.1130331643096962,False,False
LRRC19,3.1116063825431906,False,False
PLEKHH2,3.106638077107533,False,False
FBXO48,3.1060310658431898,False,False
MMP25,3.104480918459253,False,False
SHC4,3.1021437584073177,False,False
TRIM66,3.098461311717023,False,False
CLDN14,3.0911774765764823,False,False
CST5,3.0905625603864726,False,False
PPYR1,3.086925365243127,False,False
SLC9A9,3.084215601642278,False,False
ARX,3.078872026295165,True,False
PIH1D2,3.075370785813712,False,False
CLRN1,3.0746623884385484,False,False
LRRC8C,3.0740537436689244,False,False
COL6A5,3.0732831298031376,False,False
OR2W3,3.069238361932835,False,False
LGR5,3.0687806201822423,False,False
OAZ3,3.0676555216338564,False,False
ALDH8A1,3.0650442830239437,False,False
FCRL6,3.0622275724930144,False,False
SRPK3,3.06033022423413,True,False
C1orf56,3.055280682177072,False,False
DEPDC7,3.052496120644278,False,False
C11orf93,3.0515664596273298,False,False
SPR,3.049789175468763,False,False
ITSN2,3.048036027769005,False,False
PCDHA9,3.0469688856136905,True,False
TMEM87B,3.0454095776163568,False,False
C20orf132,3.0443448409774123,False,False
ZC2HC1C,3.042737177012785,False,False
MMP28,3.039325224877474,False,False
RECK,3.0391110251371494,False,False
CD1D,3.0353693961937527,False,False
FZD5,3.0344091986290964,False,False
SLC16A12,3.034034673240459,False,False
ZNF547,3.0339506784339867,False,False
FBXO32,3.030853034822379,True,False
POPDC3,3.0270365143699336,False,False
YPEL2,3.0270318308359947,False,False
KREMEN2,3.019491993894094,False,False
P2RY8,3.0185127095249795,False,False
C1QL3,3.0175395567954517,True,False
PYY,3.0139201296042857,False,False
HP,3.01138604356014,False,False
ARAP2,3.008052282111567,False,False
MOCS1,3.0054412727655544,False,False
STBD1,3.002589767343931,False,False
C4orf29,2.994244239159678,False,False
ECHDC3,2.9926909739036858,False,False
TFCP2L1,2.99056445941678,False,False
FNDC9,2.9869445953375204,False,False
RREB1,2.986788254319168,False,False
TTC39A,2.985996110116854,False,False
NPR3,2.9768755237393414,True,False
LOC100506888,2.9718279029371537,False,False
KIAA1804,2.9711405668432933,False,False
KLHL6,2.9663262214736053,False,False
HIST1H2AJ,2.957796151641693,False,False
ZNF790,2.957328732264215,False,False
ASPDH,2.955695893719807,True,False
C1orf162,2.946446648185188,False,False
ATP1B4,2.944334994326889,False,False
MYO1D,2.9424395199494677,False,False
ANPEP,2.9368647764092124,False,False
VSIG10L,2.9329384356248025,False,False
DNAJC27,2.9297059579370925,False,False
C19orf18,2.9272549584166754,False,False
C20orf195,2.9253633066638596,False,False
TUBB1,2.9248548104478833,False,False
GYPB,2.924216427460197,False,False
DPPA2,2.920089268461008,False,False
GLYATL2,2.9196530634803666,False,False
TREM1,2.9169029541121283,False,False
ZNF17,2.9128396883882512,False,False
RG9MTD2,2.910218532944988,False,False
ADPRHL1,2.9078647606180765,False,False
THSD1,2.9034886461732814,True,False
FRG2,2.8956676702810826,False,False
LOC100288255,2.8956676702810826,False,False
SH3BP1,2.893999204594635,True,False
KIAA1239,2.889892709174066,False,False
GPR142,2.8869820665333186,False,False
ZHX1-C8ORF76,2.884037136657659,True,False
GPC5,2.8807440672117535,False,False
LCE1E,2.865775974079144,False,False
LYPD3,2.8582954796411326,False,False
FOXO1,2.85384647331298,True,False
KCNK4,2.8530324852908495,False,False
SH3TC2,2.8526965604566543,False,False
NWD1,2.8510386567007053,False,False
ZNF323,2.850659021417459,False,False
SLC24A6,2.8499073142202103,False,False
OR52N4,2.8491666257266854,False,False
C4orf40,2.8475437373524715,False,False
KRTAP17-1,2.8471395567954545,False,False
AK8,2.846994039138623,False,False
TSPYL5,2.844212911300605,True,False
ANKMY1,2.8437380472798304,False,False
CACNA1D,2.8430215391093805,False,False
IFIH1,2.839840605443848,False,False
LTB4R2,2.838028718812507,False,False
C1QTNF5,2.8365788164836068,False,False
MFRP,2.8365788164836068,False,False
ACCS,2.8347178860932734,False,False
DYNLRB2,2.8331732024423624,False,False
FAM105A,2.8323697049981873,True,False
TEX33,2.8309863143488814,False,False
C8orf31,2.82651509047736,False,False
ETV6,2.8250582985343486,False,False
OR8G5,2.8243895199494684,False,False
CATSPER2,2.8215111883122206,False,False
TACR1,2.821221719245301,False,False
ERP27,2.820888589442164,False,False
SPAG4,2.820778218175012,False,False
PRKAA2,2.8196884262670925,False,False
CCDC83,2.8163528424044664,False,False
NRIP2,2.8162555268975673,False,False
OR4C13,2.813664009661836,False,False
KIF6,2.8128198172907095,False,False
CXorf41,2.811719182136132,False,False
PABPC4L,2.810539056157958,False,False
GNAT3,2.8094860774818393,False,False
NHLRC1,2.805706374355196,False,False
HGC6.3,2.80538486624323,False,False
CHRM5,2.8045150202945326,False,False
TGFA,2.8042381420266467,True,False
ZNF20,2.803735525961797,False,False
SMR3B,2.80104688914623,False,False
AZU1,2.7973942619690964,False,False
BCL2L15,2.792314859458891,False,False
FAM185A,2.7916624814307935,False,False
PIGB,2.791409465323835,False,False
OR10Q1,2.790538188230338,False,False
CGB5,2.79024851504837,False,False
ZNF296,2.784528918833562,False,False
ZNF214,2.7788375250026314,False,False
LOC158434,2.777766436233052,False,False
ALS2CL,2.774904043700506,False,False
ZNF813,2.774130620182241,False,False
TXNRD3,2.773520710367174,False,False
OR2J2,2.7695763600846903,False,False
SLC4A1,2.7694635856405942,False,False
DIEXF,2.7692392041267504,False,False
PROL1,2.767585764583406,False,False
PNPLA1,2.765973728228702,False,False
PCDHB11,2.7653186136552383,False,False
OR13C3,2.7628593442584637,False,False
OR10J3,2.762783574879226,False,False
CDH17,2.758823766829256,False,False
EAF2,2.7586731264109674,False,False
HSD17B6,2.7580516802938315,True,False
TAF1L,2.755895591933653,False,False
EPOR,2.755804189914728,False,False
IRX4,2.7554175439519955,False,False
HGF,2.7525396778608275,False,False
HIST1H2BO,2.75164991168661,False,False
BNC2,2.750561574902621,False,False
OR9G9,2.7501978342749496,False,False
OR9G1,2.7501978342749496,False,False
KCNA3,2.7491809833783676,False,False
TBC1D22A,2.7480406896632394,False,False
MRO,2.747632294042647,False,False
SLC44A4,2.745198074651132,False,False
RAB40A,2.7395372407621856,False,False
HESX1,2.7375324349931573,False,False
SLC36A2,2.737413407844101,False,False
C3orf43,2.736325940742299,False,False
HIST1H3G,2.735330621936812,False,False
TRPM8,2.733763242914459,False,False
MPP7,2.733597668175598,False,False
FGF18,2.733059864196231,False,False
B3GALT5,2.72941137254214,False,False
TPPP2,2.728084455673695,False,False
LOC100289187,2.727556103566457,False,False
LOC389493,2.727404101601338,False,False
KRTAP5-6,2.7263131253582222,False,False
C19orf77,2.7229027739762084,False,False
HRASLS,2.720628609444269,False,False
C12orf26,2.7201757448152435,False,False
AFP,2.7192795662701346,False,False
SLC6A13,2.719104395199494,False,False
ZC3H12B,2.7171987887613906,False,False
UGT2B10,2.714900062579686,False,False
MEIG1,2.7141359277584765,False,False
TIGD2,2.7132965996420677,False,False
SCARF1,2.712636569931338,False,False
PLEKHF1,2.7124553087459495,False,False
ADCY7,2.7119415774759914,False,False
XIRP1,2.710938628042718,False,False
SMAGP,2.709540040472097,False,False
PEX5L,2.708596542910949,True,False
LMOD2,2.7085872857961664,False,False
PDYN,2.706040998467675,True,False
CDKL1,2.7041715759553635,True,False
LIPH,2.704140951094267,False,False
GABPB2,2.7029074738861403,False,False
B4GALT1,2.7019183609970634,False,False
LPXN,2.7012704664818514,False,False
MSS51,2.699976140763356,False,False
SYTL4,2.6992384040425303,False,False
AURKC,2.69521868091378,False,False
RNF32,2.693482334397773,False,False
EPSTI1,2.6923635517188944,False,False
KIAA1328,2.692152647647121,False,False
GLUD2,2.690594914669381,True,False
NPPB,2.6874176281713864,False,False
PITX1,2.6848970628487208,False,False
GAN,2.683267291293821,False,False
ZNF774,2.681873634066744,False,False
KLB,2.681272959726754,False,False
ERMP1,2.681175389807114,False,False
HKDC1,2.681055405247336,False,False
OR51M1,2.6796816770186322,False,False
MS4A3,2.679405954427951,False,False
ZNF502,2.678171891778082,True,False
SIX4,2.6749059269396778,False,False
HPX,2.6705726918623016,False,False
DCAF4L1,2.6695322835152213,False,False
FABP6,2.668828160274181,True,False
SDPR,2.665823529962218,True,False
OXNAD1,2.663535885648782,False,False
FHIT,2.66077947678703,False,False
PLAC4,2.659696569229511,False,False
PRH1,2.6577446046952313,False,False
FRG2B,2.655790340503679,False,False
LOC339862,2.6548928150331625,False,False
C11orf94,2.653620254763659,False,False
FGD5,2.650845004152483,False,False
UCN2,2.6502050373723556,False,False
OR4C12,2.649599999999999,False,False
FAM70B,2.6494448567685485,False,False
MYO5C,2.6491689189505325,False,False
ST8SIA5,2.6402766162520033,True,False
HSFX2,2.639559637856617,False,False
CSN3,2.638263633014003,False,False
EBI3,2.6369665227918726,False,False
HTR3A,2.6367637692856567,False,False
TMIE,2.6351464838404044,False,False
NGF,2.629365494028611,False,False
TEX26,2.628320291609643,False,False
ATP7A,2.627170261197085,False,False
C7orf61,2.625110222128645,False,False
PYDC2,2.62371622568457,False,False
VSIG10,2.6235966832766024,False,False
GAPDHS,2.6226951146904347,False,False
RNF113B,2.6177691546478568,False,False
ANKRD42,2.615545674398475,False,False
MSTN,2.6132164490999052,True,False
ZNF519,2.6116197400896004,False,False
ACTL8,2.610141316044961,False,False
DEGS2,2.6088305605268394,False,False
ASTE1,2.607739949234422,False,False
PTH1R,2.6069652624252844,False,False
C16orf95,2.6057648805137386,False,False
GALNT4,2.6051698401001273,False,False
KLF9,2.6043423986150587,False,False
FLT3LG,2.6042548268238765,False,False
GPR116,2.6029473886140067,False,False
ATG7,2.5979287252459327,False,False
PTTG2,2.5978178083073082,False,False
C10orf53,2.5975035173293106,False,False
TSSK6,2.5919538109274662,False,False
TASP1,2.588728577861997,False,False
CLTCL1,2.588615291083272,False,False
FBXO43,2.58700474728334,False,False
ZNF599,2.5869290551052155,False,False
DENND1B,2.5855920722649173,False,False
FZD9,2.585587246025897,False,False
IRX6,2.5833385245230494,False,False
KRTAP8-1,2.5820186031278167,False,False
PLAC1,2.5801584845188383,False,False
ZG16,2.579516854405726,False,False
TRIM38,2.5793968470365303,False,False
UFSP1,2.5781721280602636,False,False
GPR135,2.5760032056005895,False,False
HLA-G,2.5753088073598387,False,False
C1orf74,2.5728737182861354,False,False
LOC643802,2.5726577166017486,False,False
TTC21A,2.571780030646501,False,False
RXRG,2.569524144646805,True,False
PCDHA10,2.5683572773742265,True,False
SQRDL,2.5666254091073912,False,False
GNAT2,2.5660738019206706,False,False
SSH3,2.5644568527681275,False,False
C16orf46,2.5628078914739563,False,False
PRM3,2.5625310640886183,False,False
LURAP1L,2.562232277081798,False,False
TTLL9,2.558064404440233,False,False
ZNF879,2.5558407440549296,False,False
FAM65C,2.55111150939865,False,False
ZNF366,2.548565454258342,False,False
CRYBA1,2.548123402463419,False,False
POC1B-GALNT4,2.547973960416886,False,False
C5,2.5459610233825782,False,False
BFSP1,2.545700441566948,False,False
DNAI2,2.5456005895357405,False,False
MRM1,2.544967164379876,False,False
HIST3H2BB,2.539283099390579,False,False
OBFC1,2.5389356259723246,False,False
PARS2,2.5382467745142763,False,False
NLRC3,2.5370242861821724,False,False
SHROOM1,2.518046844697102,False,False
MKX,2.517589009369407,False,False
TAS2R20,2.515194552058111,False,False
RGN,2.5142782567755666,False,False
PARP12,2.5141167187189293,False,False
SFRP5,2.5130710022107587,False,False
WNT8B,2.512356505947994,False,False
CCDC126,2.5102722859716224,False,False
PHKA1,2.5071359417950427,False,False
ZNF705G,2.5052660677732157,False,False
CLMN,2.5047858932519214,False,False
MOGAT3,2.5032148325554733,False,False
INPP5D,2.5026992712683205,True,False
NR1I3,2.502211633973167,True,False
CBX7,2.5017563322454994,False,False
TBL1Y,2.4915766133277186,False,False
NODAL,2.4887768659858938,False,False
PHACTR2,2.4874657519504977,False,False
PROK2,2.4843999046683276,False,False
CMKLR1,2.4835099671310434,False,False
TRIM54,2.482905026260073,False,False
CRHR2,2.4821173837012087,False,False
L1TD1,2.4807904668327656,False,False
KISS1,2.480063633014002,False,False
UBE3D,2.479170485782129,False,False
DSCR4,2.478069806763286,False,False
GSTO2,2.476587461253232,False,False
HTR4,2.475957838836838,False,False
ZNF438,2.4734883092957154,False,False
BRDT,2.47185888807009,False,False
STXBP5L,2.4685890351031103,False,False
STEAP1B,2.4679499368354563,False,False
TBC1D3B,2.4672502415458935,False,False
TAS2R19,2.4603597478097115,False,False
OR4N4,2.4602354405726907,False,False
CXCL2,2.460222126305693,False,False
ZSCAN22,2.45947843457206,False,False
HPGDS,2.458759195704812,False,False
ZNF843,2.456283141500275,False,False
CRYGD,2.455757303692786,True,False
TRIM6,2.4557386093272977,False,False
KLC3,2.4539506924705523,False,False
ZNF385C,2.4496679071481204,False,False
IKBKE,2.446154689967365,False,False
SOX15,2.4378744669029486,False,False
TNFSF13,2.4377008574001944,True,False
ZNF720,2.4376790398989363,False,False
ARHGAP6,2.436298694014575,False,False
DCHS2,2.433216301131113,False,False
TSHB,2.4296663227708186,False,False
RWDD2B,2.4261968207179705,False,False
GLRA3,2.4218125486893354,False,False
CCDC42B,2.419782987682914,False,False
SYTL3,2.415910922202337,False,False
FAM216B,2.413901489630486,False,False
ZNF235,2.4114441572797136,False,False
KRTAP2-4,2.4107072633376605,False,False
MMP7,2.410056254459533,False,False
